"B_G","dIepr_over_dB","B_mT"
3444.919922,0.000287202182234921,344.4919922
3444.969971,0.00131178752660183,344.4969971
3445.02002,0.00104331885953384,344.502002
3445.070068,-0.000737496211096321,344.5070068
3445.120117,-0.00171042385587388,344.5120117
3445.169922,0.00122732864957366,344.5169922
3445.219971,-0.000543278100087896,344.5219971
3445.27002,-0.000638894909337561,344.527002
3445.320068,-0.00106042616984476,344.5320068
3445.370117,0.00101878723550076,344.5370117
3445.419922,0.00140885701497051,344.5419922
3445.469971,0.00112677160082978,344.5469971
3445.52002,0.000118866619276543,344.552002
3445.570068,-0.00236796747157525,344.5570068
3445.620117,-0.00192546558507075,344.5620117
3445.669922,-0.000899760989771896,344.5669922
3445.719971,-0.00131571898077885,344.5719971
3445.77002,-0.000302879467375484,344.577002
3445.820068,-0.00229973112011735,344.5820068
3445.870117,-0.00126535001723997,344.5870117
3445.919922,-1.61477465555395e-05,344.5919922
3445.969971,-0.000117015685452577,344.5969971
3446.02002,-0.000685657611094625,344.602002
3446.070068,0.000144104799301357,344.6070068
3446.120117,-0.00215452538514367,344.6120117
3446.169922,-0.00265797196527136,344.6169922
3446.219971,-3.93566977720876e-05,344.6219971
3446.27002,0.00135348563501013,344.627002
3446.320068,0.0005171833092426,344.6320068
3446.370117,-0.000205035593639866,344.6370117
3446.419922,-3.93001732927488e-05,344.6419922
3446.469971,0.00270003995574133,344.6469971
3446.52002,-0.000484108275115946,344.652002
3446.570068,-0.00220086415330569,344.6570068
3446.620117,-0.000141275991984829,344.6620117
3446.669922,-0.00152231604108199,344.6669922
3446.719971,-0.00281311470371281,344.6719971
3446.77002,-2.26311043357102e-05,344.677002
3446.820068,0.000548763535849238,344.6820068
3446.870117,-0.000897890029505778,344.6870117
3446.919922,-0.00187817155320791,344.6919922
3446.969971,-0.0018909969575699,344.6969971
3447.02002,-0.00101759191940175,344.702002
3447.070068,-0.00133349592953093,344.7070068
3447.120117,-0.00283871464040539,344.7120117
3447.169922,-0.00113744077294399,344.7169922
3447.219971,-0.000537037797568882,344.7219971
3447.27002,0.000993503835892479,344.727002
3447.320068,-0.00077509059814204,344.7320068
3447.370117,-0.00126409517379864,344.7370117
3447.419922,-0.000902762439624791,344.7419922
3447.469971,0.000780751348108832,344.7469971
3447.52002,0.000993876897456116,344.752002
3447.570068,0.00189498440630926,344.7570068
3447.620117,-0.00122149832616886,344.7620117
3447.669922,-0.000880830941641301,344.7669922
3447.719971,-0.00157622343702749,344.7719971
3447.77002,-0.00196044293288566,344.777002
3447.820068,-0.00366388707539518,344.7820068
3447.870117,-0.00169381696384412,344.7870117
3447.919922,0.000644583833224524,344.7919922
3447.969971,0.000489429789887205,344.7969971
3448.02002,-0.00265079335639532,344.802002
3448.070068,-0.00116772093652584,344.8070068
3448.120117,0.000477107453391328,344.8120117
3448.169922,0.000643549435252622,344.8169922
3448.219971,0.00178190153294388,344.8219971
3448.27002,0.000760656895703857,344.827002
3448.320068,-0.000122289419374896,344.8320068
3448.370117,-0.000685714135573964,344.8370117
3448.419922,-0.000674963179603707,344.8419922
3448.469971,-0.000765328820560214,344.8469971
3448.52002,0.000622522328938555,344.852002
3448.570068,-0.000778408585079233,344.8570068
3448.620117,-0.000370708864666265,344.8620117
3448.669922,0.00222558478106656,344.8669922
3448.719971,0.00362295487368192,344.8719971
3448.77002,-0.000151009507326986,344.877002
3448.820068,0.000127678785605476,344.8820068
3448.870117,0.000722514132889051,344.8870117
3448.919922,-0.000440810523942356,344.8919922
3448.969971,-0.00189278313111701,344.8969971
3449.02002,-0.00113800036528945,344.902002
3449.070068,-0.000644428655864839,344.9070068
3449.120117,-0.00116928101215559,344.9120117
3449.169922,-3.44390680696042e-05,344.9169922
3449.219971,0.00180642185208109,344.9219971
