Filename:	P:\EPR_user_data\Tarabek\Pracovne\IOCB\IOCB_EPR_Measurements\Violog_wire_Lubos_Magda\Merania_&_Vysledky\Wire_1\TMPhenylDiam_Quant_I\RAW\TMPDA_CV_b.par	 Date: 08/02/2011   Time: 09:50

Slice 1
X [G]	Y []	Intensity
3484.870117	0.000000	924.404297
3484.919922	0.000000	-81732.593750
3484.969971	0.000000	-55029.593750
3485.020020	0.000000	-28724.595703
3485.070068	0.000000	-68794.593750
3485.120117	0.000000	-3658.595703
3485.169922	0.000000	-37409.593750
3485.219971	0.000000	-84268.593750
3485.270020	0.000000	-54176.593750
3485.320068	0.000000	-25892.595703
3485.370117	0.000000	76646.406250
3485.419922	0.000000	63151.406250
3485.469971	0.000000	57986.406250
3485.520020	0.000000	79447.406250
3485.570068	0.000000	7396.404297
3485.620117	0.000000	-7826.595703
3485.669922	0.000000	-936.595703
3485.719971	0.000000	-58277.593750
3485.770020	0.000000	-42010.593750
3485.820068	0.000000	-60592.593750
3485.870117	0.000000	26933.404297
3485.919922	0.000000	48956.406250
3485.969971	0.000000	44524.406250
3486.020020	0.000000	5280.404297
3486.070068	0.000000	-33194.593750
3486.120117	0.000000	-32452.595703
3486.169922	0.000000	-26193.595703
3486.219971	0.000000	11629.404297
3486.270020	0.000000	-1704.595703
3486.320068	0.000000	10362.404297
3486.370117	0.000000	41565.406250
3486.419922	0.000000	30869.404297
3486.469971	0.000000	104063.406250
3486.520020	0.000000	110673.406250
3486.570068	0.000000	106484.406250
3486.620117	0.000000	87277.406250
3486.669922	0.000000	79897.406250
3486.719971	0.000000	52679.406250
3486.770020	0.000000	-510.595703
3486.820068	0.000000	-19964.595703
3486.870117	0.000000	-66043.593750
3486.919922	0.000000	-143216.593750
3486.969971	0.000000	-61723.593750
3487.020020	0.000000	-62097.593750
3487.070068	0.000000	-125313.593750
3487.120117	0.000000	-47078.593750
3487.169922	0.000000	-32921.593750
3487.219971	0.000000	-3174.595703
3487.270020	0.000000	52040.406250
3487.320068	0.000000	-50093.593750
3487.370117	0.000000	-45922.593750
3487.419922	0.000000	-45403.593750
