Filename:	P:\EPR_user_data\Tarabek\Pracovne\IOCB\IOCB_EPR_Measurements\Violog_wire_Lubos_Magda\Merania_&_Vysledky\Wire_1\TMPhenylDiam_Quant_I\RAW\TMPDA_accu_b.par	 Date: 08/02/2011   Time: 09:52

X [G]	Intensity
3490.020020	-19417014.000000
3490.070068	-17779958.000000
3490.120117	-13827613.000000
3490.169922	-8578877.000000
3490.219971	-3773248.750000
3490.270020	546054.250000
3490.320068	5064321.000000
3490.370117	8755027.000000
3490.419922	10512574.000000
3490.469971	10000463.000000
3490.520020	9104322.000000
3490.570068	7013604.000000
3490.620117	4090641.250000
3490.669922	714991.250000
3490.719971	-3421141.750000
3490.770020	-6925736.000000
3490.820068	-8955009.000000
3490.870117	-9477844.000000
3490.919922	-8387423.000000
3490.969971	-5253266.000000
3491.020020	911162.250000
3491.070068	9946708.000000
3491.120117	20823252.000000
3491.169922	32571386.000000
3491.219971	44499380.000000
3491.270020	56848164.000000
3491.320068	69705096.000000
3491.370117	80046576.000000
3491.419922	86058792.000000
3491.469971	87215032.000000
3491.520020	84530920.000000
3491.570068	79089184.000000
3491.620117	66430732.000000
3491.669922	44774652.000000
3491.719971	17391682.000000
3491.770020	-11451623.000000
3491.820068	-39291796.000000
3491.870117	-63267140.000000
3491.919922	-83193048.000000
3491.969971	-96083160.000000
3492.020020	-99163360.000000
3492.070068	-92621824.000000
3492.120117	-80972216.000000
3492.169922	-69196272.000000
3492.219971	-58166052.000000
3492.270020	-47115608.000000
3492.320068	-36402028.000000
3492.370117	-27548450.000000
3492.419922	-20218030.000000
3492.469971	-14210966.000000
3492.520020	-9757448.000000
3492.570068	-5971614.000000
3492.620117	-2919402.750000
3492.669922	301446.218750
3492.719971	2693527.250000
3492.770020	4839658.000000
3492.820068	7630167.000000
3492.870117	11721608.000000
3492.919922	16881600.000000
3492.969971	23789128.000000
3493.020020	33611008.000000
3493.070068	44986556.000000
3493.120117	58680664.000000
3493.169922	72929504.000000
3493.219971	89286496.000000
3493.270020	105795040.000000
3493.320068	120455968.000000
3493.370117	130242240.000000
3493.419922	132245776.000000
3493.469971	128713208.000000
3493.520020	120818264.000000
3493.570068	104202832.000000
3493.620117	75127496.000000
3493.669922	36076504.000000
3493.719971	-7093137.000000
3493.770020	-49235508.000000
3493.820068	-87083496.000000
3493.870117	-118659760.000000
3493.919922	-138217104.000000
3493.969971	-143081728.000000
3494.020020	-140048720.000000
3494.070068	-126690600.000000
3494.120117	-109135984.000000
3494.169922	-91520720.000000
3494.219971	-74989232.000000
3494.270020	-58952076.000000
3494.320068	-44921228.000000
3494.370117	-33494962.000000
3494.419922	-24562618.000000
3494.469971	-17918690.000000
3494.520020	-12575617.000000
3494.570068	-8260992.000000
3494.620117	-5057420.000000
3494.669922	-2433212.750000
3494.719971	-514084.781250
3494.770020	2361557.250000
3494.820068	5255337.000000
3494.870117	8789301.000000
3494.919922	13413841.000000
3494.969971	19581710.000000
3495.020020	26999080.000000
3495.070068	35913136.000000
3495.120117	45540776.000000
3495.169922	55800996.000000
3495.219971	66574052.000000
3495.270020	77139184.000000
3495.320068	84911624.000000
3495.370117	88039448.000000
3495.419922	85722448.000000
3495.469971	80934864.000000
3495.520020	72105472.000000
3495.570068	55550408.000000
3495.620117	31180078.000000
3495.669922	2572737.250000
3495.719971	-25903568.000000
3495.770020	-52072460.000000
3495.820068	-73954256.000000
3495.870117	-90115664.000000
3495.919922	-98405792.000000
3495.969971	-96308896.000000
3496.020020	-84914784.000000
3496.070068	-70825120.000000
3496.120117	-57047736.000000
3496.169922	-43183356.000000
3496.219971	-29174260.000000
3496.270020	-15995695.000000
3496.320068	-4697740.000000
3496.370117	3892666.250000
3496.419922	10443748.000000
3496.469971	15630040.000000
3496.520020	18661414.000000
3496.570068	19102400.000000
3496.620117	16096308.000000
3496.669922	11385261.000000
3496.719971	4856617.000000
3496.770020	-2510112.750000
3496.820068	-9706777.000000
3496.870117	-15870803.000000
3496.919922	-20016572.000000
3496.969971	-20722618.000000
3497.020020	-18414290.000000
3497.070068	-14090271.000000
3497.120117	-9514989.000000
3497.169922	-4211426.000000
3497.219971	1965120.250000
3497.270020	7637119.000000
3497.320068	11321601.000000
3497.370117	13376976.000000
3497.419922	14602624.000000
3497.469971	14220860.000000
3497.520020	12367599.000000
3497.570068	8148047.000000
3497.620117	2422480.250000
3497.669922	-3275529.750000
3497.719971	-8712713.000000
3497.770020	-12973963.000000
3497.820068	-15861255.000000
3497.870117	-16153391.000000
3497.919922	-12991792.000000
3497.969971	-5507502.000000
3498.020020	3966558.250000
3498.070068	14408436.000000
3498.120117	26608646.000000
3498.169922	40329580.000000
3498.219971	55161216.000000
3498.270020	69390712.000000
3498.320068	81342384.000000
3498.370117	90548208.000000
3498.419922	97153256.000000
3498.469971	100830048.000000
3498.520020	98090880.000000
3498.570068	83577976.000000
3498.620117	59275600.000000
3498.669922	29665018.000000
3498.719971	-2285291.750000
3498.770020	-35263896.000000
3498.820068	-66388372.000000
3498.870117	-90721744.000000
3498.919922	-104455264.000000
3498.969971	-105827152.000000
3499.020020	-99740120.000000
3499.070068	-91211912.000000
3499.120117	-81811168.000000
3499.169922	-69875456.000000
3499.219971	-56793356.000000
3499.270020	-44824140.000000
3499.320068	-34680076.000000
3499.370117	-26355478.000000
3499.419922	-19414594.000000
3499.469971	-13543791.000000
3499.520020	-8809475.000000
3499.570068	-4524774.000000
3499.620117	-1779380.750000
3499.669922	763857.250000
3499.719971	3401791.250000
3499.770020	6571710.000000
3499.820068	10423116.000000
3499.870117	15878585.000000
3499.919922	23529262.000000
3499.969971	32621846.000000
3500.020020	43515532.000000
3500.070068	56801924.000000
3500.120117	72205120.000000
3500.169922	89726224.000000
3500.219971	108059024.000000
3500.270020	124789232.000000
3500.320068	137120368.000000
3500.370117	146055168.000000
3500.419922	151981952.000000
3500.469971	149847296.000000
3500.520020	132647104.000000
3500.570068	99572992.000000
3500.620117	57185708.000000
3500.669922	9890503.000000
3500.719971	-39763648.000000
3500.770020	-87774336.000000
3500.820068	-127031360.000000
3500.870117	-143482528.000000
3500.919922	-144292128.000000
3500.969971	-143661920.000000
3501.020020	-138100640.000000
3501.070068	-126018096.000000
3501.120117	-109397464.000000
3501.169922	-90392096.000000
3501.219971	-71786392.000000
3501.270020	-56397168.000000
3501.320068	-43434840.000000
3501.370117	-32737298.000000
3501.419922	-23865518.000000
3501.469971	-17004042.000000
3501.520020	-11743582.000000
3501.570068	-7632147.000000
3501.620117	-4635080.000000
3501.669922	-1910233.750000
3501.719971	1069454.250000
3501.770020	4049724.250000
3501.820068	7370374.000000
3501.870117	12513605.000000
3501.919922	19045510.000000
3501.969971	26500474.000000
3502.020020	34529748.000000
3502.070068	44534384.000000
3502.120117	55862544.000000
3502.169922	68282672.000000
3502.219971	80247104.000000
3502.270020	89217664.000000
3502.320068	95468096.000000
3502.370117	99468568.000000
3502.419922	99734088.000000
3502.469971	91125864.000000
3502.520020	71929832.000000
3502.570068	45141624.000000
3502.620117	14489443.000000
3502.669922	-18440010.000000
3502.719971	-51002852.000000
3502.770020	-79214352.000000
3502.820068	-99018224.000000
3502.870117	-106935056.000000
3502.919922	-103162112.000000
3502.969971	-93979160.000000
3503.020020	-83098920.000000
3503.070068	-70230208.000000
3503.120117	-55299900.000000
3503.169922	-40112172.000000
3503.219971	-26629192.000000
3503.270020	-14962235.000000
3503.320068	-4632570.000000
3503.370117	4202045.000000
3503.419922	11362954.000000
3503.469971	15688976.000000
3503.520020	16492212.000000
3503.570068	14255001.000000
3503.620117	10645403.000000
3503.669922	5578223.000000
3503.719971	-1322511.750000
3503.770020	-7971809.000000
3503.820068	-12983889.000000
3503.870117	-16136339.000000
3503.919922	-16415903.000000
3503.969971	-15072117.000000
3504.020020	-12134438.000000
3504.070068	-8165451.000000
3504.120117	-2684687.750000
3504.169922	3068923.250000
3504.219971	8083050.000000
3504.270020	12112369.000000
3504.320068	15958324.000000
3504.370117	18601630.000000
3504.419922	19243178.000000
3504.469971	16828282.000000
3504.520020	11525873.000000
3504.570068	5011698.000000
3504.620117	-2040889.750000
3504.669922	-8949446.000000
3504.719971	-15371843.000000
3504.770020	-19503286.000000
3504.820068	-20618394.000000
3504.870117	-17431482.000000
3504.919922	-11905655.000000
3504.969971	-4598184.000000
3505.020020	4319025.000000
3505.070068	14948266.000000
3505.120117	27969718.000000
3505.169922	41409524.000000
3505.219971	54593904.000000
3505.270020	66565572.000000
3505.320068	79045816.000000
3505.370117	90228072.000000
3505.419922	96306920.000000
3505.469971	92950920.000000
3505.520020	80280792.000000
3505.570068	60744848.000000
3505.620117	35712204.000000
3505.669922	5371201.000000
3505.719971	-26348198.000000
3505.770020	-54517652.000000
3505.820068	-75334536.000000
3505.870117	-86000152.000000
3505.919922	-89278256.000000
3505.969971	-89003616.000000
3506.020020	-85216960.000000
3506.070068	-77194128.000000
3506.120117	-66403004.000000
3506.169922	-55691544.000000
3506.219971	-45447876.000000
3506.270020	-35964568.000000
3506.320068	-27451574.000000
3506.370117	-19701302.000000
3506.419922	-13822145.000000
3506.469971	-9430063.000000
3506.520020	-5940697.000000
3506.570068	-2918999.750000
3506.620117	-719420.750000
3506.669922	1617724.250000
3506.719971	4183828.250000
3506.770020	7658798.000000
3506.820068	11964269.000000
3506.870117	17264650.000000
3506.919922	24237642.000000
3506.969971	33368082.000000
3507.020020	44670548.000000
3507.070068	58058400.000000
3507.120117	73680704.000000
3507.169922	89644912.000000
3507.219971	104981696.000000
3507.270020	120287104.000000
3507.320068	135312352.000000
3507.370117	145570352.000000
3507.419922	143572368.000000
3507.469971	127588376.000000
3507.520020	100378720.000000
3507.570068	64740028.000000
3507.620117	20884802.000000
3507.669922	-27201474.000000
3507.719971	-71243216.000000
3507.770020	-105856496.000000
3507.820068	-126748224.000000
3507.870117	-133638560.000000
3507.919922	-133680944.000000
3507.969971	-129838624.000000
3508.020020	-119971688.000000
3508.070068	-104752176.000000
3508.120117	-87858040.000000
3508.169922	-72143600.000000
3508.219971	-57921244.000000
3508.270020	-44758776.000000
3508.320068	-33751780.000000
3508.370117	-24541458.000000
3508.419922	-17235840.000000
3508.469971	-12261499.000000
3508.520020	-8532767.000000
3508.570068	-5477411.000000
3508.620117	-3239939.750000
3508.669922	-1062177.750000
3508.719971	1920887.250000
3508.770020	5084710.000000
3508.820068	8733555.000000
3508.870117	13562759.000000
3508.919922	19596170.000000
3508.969971	26624252.000000
3509.020020	35483612.000000
3509.070068	45761604.000000
3509.120117	56775220.000000
3509.169922	67080156.000000
3509.219971	77011656.000000
3509.270020	86635264.000000
3509.320068	94114016.000000
3509.370117	95150512.000000
3509.419922	86937232.000000
3509.469971	70544592.000000
3509.520020	48984644.000000
3509.570068	21298188.000000
3509.620117	-9776490.000000
3509.669922	-40671356.000000
3509.719971	-66335396.000000
3509.770020	-82842880.000000
3509.820068	-89563344.000000
3509.870117	-90007992.000000
3509.919922	-87367544.000000
3509.969971	-80634712.000000
3510.020020	-69655872.000000
3510.070068	-57325452.000000
3510.120117	-44203820.000000
3510.169922	-32520858.000000
3510.219971	-21575798.000000
3510.270020	-11356977.000000
3510.320068	-2345412.750000
3510.370117	4264518.000000
3510.419922	8222665.000000
3510.469971	10081639.000000
3510.520020	9705462.000000
3510.570068	7722309.000000
3510.620117	3747969.250000
3510.669922	-706885.750000
3510.719971	-4801043.000000
3510.770020	-8319952.000000
3510.820068	-10047782.000000
3510.870117	-10665394.000000
3510.919922	-10421874.000000
3510.969971	-8566022.000000
3511.020020	-5360064.000000
3511.070068	-1226509.750000
3511.120117	3066006.250000
3511.169922	7220726.000000
3511.219971	11463607.000000
3511.270020	15814067.000000
3511.320068	18597256.000000
3511.370117	18478996.000000
3511.419922	16068120.000000
3511.469971	11624393.000000
3511.520020	5632059.000000
3511.570068	-747651.750000
3511.620117	-7973671.000000
3511.669922	-14344005.000000
3511.719971	-17997186.000000
3511.770020	-19011658.000000
3511.820068	-17744838.000000
3511.870117	-15002319.000000
3511.919922	-10553118.000000
3511.969971	-4147489.750000
3512.020020	3881387.250000
3512.070068	13297454.000000
3512.120117	23105542.000000
3512.169922	33509782.000000
3512.219971	44531628.000000
3512.270020	56426020.000000
3512.320068	65803552.000000
3512.370117	69779656.000000
3512.419922	67930552.000000
3512.469971	61355336.000000
3512.520020	49094432.000000
3512.570068	31416922.000000
3512.620117	10128189.000000
3512.669922	-11930588.000000
3512.719971	-32057770.000000
3512.770020	-46712304.000000
3512.820068	-56419428.000000
3512.870117	-63414656.000000
3512.919922	-66733268.000000
3512.969971	-65520652.000000
3513.020020	-59693596.000000
3513.070068	-52461836.000000
3513.120117	-45195248.000000
3513.169922	-37175528.000000
3513.219971	-29484166.000000
3513.270020	-22177070.000000
3513.320068	-16333003.000000
3513.370117	-11412802.000000
3513.419922	-7646690.000000
3513.469971	-5018059.000000
3513.520020	-3245592.750000
3513.570068	-1179830.750000
3513.620117	617463.250000
3513.669922	2162221.250000
3513.719971	4500853.000000
3513.770020	6712617.000000
3513.820068	10099970.000000
3513.870117	14232143.000000
3513.919922	19492576.000000
3513.969971	27368014.000000
3514.020020	36959040.000000
3514.070068	47415664.000000
3514.120117	58917876.000000
3514.169922	71908648.000000
3514.219971	86941648.000000
3514.270020	100327880.000000
3514.320068	107710464.000000
3514.370117	106308336.000000
3514.419922	97052784.000000
3514.469971	80717424.000000
3514.520020	55999456.000000
3514.570068	24482898.000000
3514.620117	-9135521.000000
3514.669922	-40521264.000000
3514.719971	-65435028.000000
3514.770020	-81974248.000000
3514.820068	-92859904.000000
3514.870117	-99040136.000000
3514.919922	-98974544.000000
3514.969971	-92128336.000000
3515.020020	-81814576.000000
3515.070068	-70959816.000000
3515.120117	-59392040.000000
3515.169922	-47700680.000000
3515.219971	-36618936.000000
3515.270020	-27270598.000000
3515.320068	-19511138.000000
3515.370117	-13999427.000000
3515.419922	-10362535.000000
3515.469971	-7388712.000000
3515.520020	-4655269.000000
3515.570068	-2546903.750000
3515.620117	-656732.750000
3515.669922	462915.218750
3515.719971	1992247.250000
3515.770020	4421147.000000
3515.820068	7920493.000000
3515.870117	11634721.000000
3515.919922	16488653.000000
3515.969971	22570774.000000
3516.020020	29552192.000000
3516.070068	37253252.000000
3516.120117	45637668.000000
3516.169922	54472164.000000
3516.219971	63740908.000000
3516.270020	70111104.000000
3516.320068	70519216.000000
3516.370117	65366972.000000
3516.419922	56113460.000000
3516.469971	41440464.000000
3516.520020	21428438.000000
3516.570068	-1029261.750000
3516.620117	-22929036.000000
3516.669922	-40202676.000000
3516.719971	-52884732.000000
3516.770020	-60870744.000000
3516.820068	-65289540.000000
3516.870117	-66323532.000000
3516.919922	-62156652.000000
3516.969971	-55081492.000000
3517.020020	-46955252.000000
3517.070068	-38038636.000000
3517.120117	-29543502.000000
3517.169922	-20488174.000000
3517.219971	-12397802.000000
3517.270020	-5940531.000000
3517.320068	-894342.750000
3517.370117	2835218.250000
3517.419922	4792340.000000
3517.469971	5437519.000000
3517.520020	4259511.000000
3517.570068	2293685.250000
3517.620117	276061.218750
3517.669922	-1946353.750000
3517.719971	-4112452.750000
3517.770020	-5290366.000000
3517.820068	-6409202.000000
3517.870117	-6597917.000000
3517.919922	-5381865.000000
3517.969971	-3066327.750000
3518.020020	-415417.781250
3518.070068	2619628.250000
3518.120117	6471917.000000
3518.169922	9837600.000000
3518.219971	12590246.000000
3518.270020	14657931.000000
3518.320068	14721696.000000
3518.370117	13116147.000000
3518.419922	9852742.000000
3518.469971	5792725.000000
3518.520020	650615.250000
3518.570068	-4687448.000000
3518.620117	-9169930.000000
3518.669922	-11776549.000000
3518.719971	-12890851.000000
3518.770020	-13828390.000000
3518.820068	-13346985.000000
3518.870117	-11156358.000000
3518.919922	-7455698.000000
3518.969971	-2658753.750000
3519.020020	2601007.250000
3519.070068	8519601.000000
3519.120117	15547311.000000
3519.169922	23205578.000000
3519.219971	30813554.000000
3519.270020	36558728.000000
3519.320068	39433168.000000
3519.370117	39941364.000000
3519.419922	37231144.000000
3519.469971	31396810.000000
3519.520020	21945730.000000
3519.570068	10162867.000000
3519.620117	-1799592.750000
3519.669922	-12981935.000000
3519.719971	-22644098.000000
3519.770020	-30548680.000000
3519.820068	-36934432.000000
3519.870117	-39785676.000000
3519.919922	-39472620.000000
3519.969971	-36996332.000000
3520.020020	-33611372.000000
3520.070068	-29408622.000000
3520.120117	-23702430.000000
3520.169922	-18381718.000000
3520.219971	-13764136.000000
3520.270020	-9913203.000000
3520.320068	-7312826.000000
3520.370117	-4678840.000000
3520.419922	-3019538.750000
3520.469971	-1846599.750000
3520.520020	-822478.750000
3520.570068	-111803.773438
3520.620117	417393.218750
3520.669922	1721357.250000
3520.719971	3003040.250000
3520.770020	4720010.000000
3520.820068	6999467.000000
3520.870117	10087442.000000
3520.919922	13727909.000000
3520.969971	18153056.000000
3521.020020	24055742.000000
3521.070068	31591190.000000
3521.120117	40351388.000000
3521.169922	49565588.000000
3521.219971	57071328.000000
3521.270020	60780604.000000
3521.320068	62050092.000000
3521.370117	59082888.000000
3521.419922	50954936.000000
3521.469971	37718384.000000
3521.520020	20648124.000000
3521.570068	2432657.250000
3521.620117	-14728859.000000
3521.669922	-30200250.000000
3521.719971	-43111096.000000
3521.770020	-53579340.000000
3521.820068	-59562508.000000
3521.870117	-60103824.000000
3521.919922	-57324092.000000
3521.969971	-52412248.000000
3522.020020	-45834728.000000
3522.070068	-37712316.000000
3522.120117	-29409586.000000
3522.169922	-22045238.000000
3522.219971	-16571529.000000
3522.270020	-12128228.000000
3522.320068	-8658521.000000
3522.370117	-6453455.000000
3522.419922	-4539083.000000
3522.469971	-3034118.750000
3522.520020	-2107785.750000
3522.570068	-1214568.750000
3522.620117	-34413.769531
3522.669922	895530.250000
3522.719971	2139893.250000
3522.770020	3664607.250000
3522.820068	5524141.000000
3522.870117	8243967.000000
3522.919922	11517009.000000
3522.969971	14870054.000000
3523.020020	19396142.000000
3523.070068	25089134.000000
3523.120117	30808444.000000
3523.169922	36292640.000000
3523.219971	39653692.000000
3523.270020	40596360.000000
3523.320068	39479132.000000
3523.370117	35399924.000000
3523.419922	27094950.000000
3523.469971	16072864.000000
3523.520020	4399141.000000
3523.570068	-6883534.000000
3523.620117	-17568822.000000
3523.669922	-26984302.000000
3523.719971	-34388596.000000
3523.770020	-38635272.000000
3523.820068	-40028536.000000
3523.870117	-38535756.000000
3523.919922	-35311484.000000
3523.969971	-31318252.000000
3524.020020	-25746162.000000
3524.070068	-19660314.000000
3524.120117	-14065902.000000
3524.169922	-9245626.000000
3524.219971	-5329647.000000
3524.270020	-2332695.750000
3524.320068	65218.230469
3524.370117	1060527.250000
3524.419922	1538322.250000
3524.469971	1435708.250000
3524.520020	1055090.250000
3524.570068	217637.234375
3524.620117	-528983.750000
3524.669922	-1568207.750000
3524.719971	-2410084.750000
3524.770020	-3139597.750000
3524.820068	-3264653.750000
3524.870117	-2855810.750000
3524.919922	-1500988.750000
3524.969971	-250926.765625
3525.020020	1664449.250000
3525.070068	3684998.250000
3525.120117	6225576.000000
3525.169922	7514944.000000
3525.219971	8347486.000000
3525.270020	8564053.000000
3525.320068	8059410.000000
3525.370117	6524805.000000
3525.419922	4440383.000000
3525.469971	1624956.250000
3525.520020	-1264432.750000
3525.570068	-3801102.750000
3525.620117	-5759103.000000
3525.669922	-7587432.000000
3525.719971	-9011198.000000
3525.770020	-9171054.000000
3525.820068	-8429949.000000
3525.870117	-6540066.000000
3525.919922	-4473431.000000
3525.969971	-1906883.750000
3526.020020	1500821.250000
3526.070068	5036180.000000
3526.120117	8554259.000000
3526.169922	12209210.000000
3526.219971	14737972.000000
3526.270020	17138512.000000
3526.320068	18226784.000000
3526.370117	17821480.000000
3526.419922	15787841.000000
3526.469971	11753747.000000
3526.520020	7229500.000000
3526.570068	2223449.250000
3526.620117	-3345284.750000
3526.669922	-8809754.000000
3526.719971	-13654280.000000
3526.770020	-17280720.000000
3526.820068	-19345314.000000
3526.870117	-19918362.000000
3526.919922	-18958766.000000
3526.969971	-16902350.000000
3527.020020	-14214433.000000
3527.070068	-11199081.000000
3527.120117	-8449647.000000
3527.169922	-6225355.000000
3527.219971	-4317952.000000
3527.270020	-3025153.750000
3527.320068	-2624604.750000
3527.370117	-1495555.750000
3527.419922	-894532.750000
3527.469971	-572030.750000
3527.520020	-82461.773438
3527.570068	232396.234375
3527.620117	565624.250000
3527.669922	1026133.250000
3527.719971	1454765.250000
3527.770020	2075478.250000
3527.820068	3413003.250000
3527.870117	5153690.000000
3527.919922	7111134.000000
3527.969971	9582874.000000
3528.020020	13128154.000000
3528.070068	16753473.000000
3528.120117	21111980.000000
3528.169922	24105790.000000
3528.219971	26829880.000000
3528.270020	28564162.000000
3528.320068	28384306.000000
3528.370117	25247792.000000
3528.419922	19935682.000000
3528.469971	13378108.000000
3528.520020	5667967.000000
3528.570068	-2583086.750000
3528.620117	-10990984.000000
3528.669922	-18805126.000000
3528.719971	-24681510.000000
3528.770020	-28255234.000000
3528.820068	-29160902.000000
3528.870117	-28541216.000000
3528.919922	-26284986.000000
3528.969971	-22379270.000000
3529.020020	-17973422.000000
3529.070068	-13690223.000000
3529.120117	-10294303.000000
3529.169922	-7740450.000000
3529.219971	-5573214.000000
3529.270020	-3974044.750000
3529.320068	-2883802.750000
3529.370117	-1703502.750000
3529.419922	-1161629.750000
3529.469971	-834158.750000
3529.520020	-590725.750000
3529.570068	-338006.781250
3529.620117	251877.234375
3529.669922	487178.218750
3529.719971	493197.218750
3529.770020	1525951.250000
3529.820068	3278229.250000
3529.870117	4545555.000000
3529.919922	6084241.000000
3529.969971	8068686.000000
3530.020020	10585178.000000
3530.070068	13012459.000000
3530.120117	15409873.000000
3530.169922	17245544.000000
3530.219971	18534596.000000
3530.270020	18855274.000000
3530.320068	16991132.000000
3530.370117	13895183.000000
3530.419922	9941300.000000
3530.469971	5059148.000000
3530.520020	-207404.765625
3530.570068	-6111548.000000
3530.620117	-11237610.000000
3530.669922	-15328699.000000
3530.719971	-18270998.000000
3530.770020	-19133866.000000
3530.820068	-18982222.000000
3530.870117	-17990894.000000
3530.919922	-15566835.000000
3530.969971	-12373038.000000
3531.020020	-9571663.000000
3531.070068	-6993999.000000
3531.120117	-4814168.000000
3531.169922	-3254155.750000
3531.219971	-1844248.750000
3531.270020	-503480.781250
3531.320068	-376951.781250
3531.370117	-346693.781250
3531.419922	2742.229492
3531.469971	263546.218750
3531.520020	366968.218750
3531.570068	-292192.781250
3531.620117	-896187.750000
3531.669922	-1089951.750000
3531.719971	-1633801.750000
3531.770020	-1259774.750000
3531.820068	-1062726.750000
3531.870117	-731705.750000
3531.919922	291841.218750
3531.969971	932514.250000
3532.020020	1647330.250000
3532.070068	2721344.250000
3532.120117	3295681.250000
3532.169922	3882534.250000
3532.219971	4412217.000000
3532.270020	4307830.000000
3532.320068	3394411.250000
3532.370117	2113751.250000
3532.419922	1249380.250000
3532.469971	165285.234375
3532.520020	-1150640.750000
3532.570068	-2576087.750000
3532.620117	-3613892.750000
3532.669922	-4316005.000000
3532.719971	-4448675.000000
3532.770020	-4537109.000000
3532.820068	-3836580.750000
3532.870117	-3156857.750000
3532.919922	-2232008.750000
3532.969971	-440212.781250
3533.020020	778539.250000
3533.070068	2291427.250000
3533.120117	3247449.250000
3533.169922	4940328.000000
3533.219971	5962332.000000
3533.270020	6226405.000000
3533.320068	6428043.000000
3533.370117	6486392.000000
3533.419922	4986418.000000
3533.469971	3750758.250000
3533.520020	1476727.250000
3533.570068	-830689.750000
3533.620117	-3073226.750000
3533.669922	-5121551.000000
3533.719971	-6757948.000000
3533.770020	-7267744.000000
3533.820068	-7277340.000000
3533.870117	-7147195.000000
3533.919922	-6092869.000000
3533.969971	-4491336.000000
3534.020020	-3774616.750000
3534.070068	-2802621.750000
3534.120117	-2375639.750000
3534.169922	-1928540.750000
3534.219971	-1123501.750000
3534.270020	-816402.750000
3534.320068	-681823.750000
3534.370117	-315234.781250
3534.419922	-161496.765625
3534.469971	-140799.765625
3534.520020	21809.228516
3534.570068	-191545.765625
3534.620117	-103311.773438
3534.669922	384566.218750
3534.719971	766869.250000
3534.770020	995766.250000
3534.820068	1833765.250000
3534.870117	2077957.250000
3534.919922	3060376.250000
3534.969971	3973369.250000
3535.020020	5503170.000000
3535.070068	6492376.000000
3535.120117	7864242.000000
3535.169922	9252872.000000
3535.219971	9911323.000000
3535.270020	10220741.000000
3535.320068	9741925.000000
3535.370117	8630815.000000
3535.419922	6573961.000000
3535.469971	3526601.250000
3535.520020	162363.234375
3535.570068	-3577295.750000
3535.620117	-6914284.000000
3535.669922	-9243550.000000
3535.719971	-10649155.000000
3535.770020	-11388534.000000
3535.820068	-10895161.000000
3535.870117	-9755692.000000
3535.919922	-7874563.000000
3535.969971	-6313899.000000
3536.020020	-4879237.000000
3536.070068	-3281233.750000
3536.120117	-2490169.750000
3536.169922	-1711463.750000
3536.219971	-1406473.750000
3536.270020	-877867.750000
3536.320068	-855143.750000
3536.370117	-641811.750000
3536.419922	-408695.781250
3536.469971	-76783.773438
3536.520020	-88926.773438
3536.570068	-183937.765625
3536.620117	-27042.771484
3536.669922	85883.226563
3536.719971	569259.250000
3536.770020	782098.250000
3536.820068	1433155.250000
3536.870117	1832631.250000
3536.919922	2473297.250000
3536.969971	3244070.250000
3537.020020	3927982.250000
3537.070068	4610172.000000
3537.120117	5488221.000000
3537.169922	6485750.000000
3537.219971	6625666.000000
3537.270020	6085440.000000
3537.320068	5571098.000000
3537.370117	4306671.000000
3537.419922	2628799.250000
3537.469971	589131.250000
3537.520020	-1869187.750000
3537.570068	-4141594.750000
3537.620117	-5639186.000000
3537.669922	-6793958.000000
3537.719971	-7243276.000000
3537.770020	-7375975.000000
3537.820068	-6618086.000000
3537.870117	-5708998.000000
3537.919922	-4289809.000000
3537.969971	-3043829.750000
3538.020020	-2090433.750000
3538.070068	-1889466.750000
3538.120117	-1040897.750000
3538.169922	-808034.750000
3538.219971	-887609.750000
3538.270020	-253905.765625
3538.320068	154876.234375
3538.370117	-88907.773438
3538.419922	-131843.765625
3538.469971	192333.234375
3538.520020	-4431.770508
3538.570068	-266081.781250
3538.620117	-164660.765625
3538.669922	-393052.781250
3538.719971	-172199.765625
3538.770020	-303098.781250
3538.820068	-81807.773438
3538.870117	175510.234375
3538.919922	422030.218750
3538.969971	950270.250000
3539.020020	1079648.250000
3539.070068	1503437.250000
3539.120117	1347221.250000
3539.169922	1105465.250000
3539.219971	1779177.250000
3539.270020	1460804.250000
3539.320068	1010035.250000
3539.370117	365774.218750
3539.419922	50155.230469
3539.469971	-563851.750000
3539.520020	-1012432.750000
3539.570068	-1259977.750000
3539.620117	-1716138.750000
3539.669922	-1613220.750000
3539.719971	-1762269.750000
3539.770020	-2118983.750000
3539.820068	-1387819.750000
3539.870117	-860830.750000
3539.919922	-352239.781250
3539.969971	-131470.765625
3540.020020	111747.226563
3540.070068	422336.218750
3540.120117	1058968.250000
3540.169922	1733356.250000
3540.219971	1484837.250000
3540.270020	1449302.250000
3540.320068	1940885.250000
3540.370117	1377071.250000
3540.419922	1219377.250000
3540.469971	852646.250000
3540.520020	-20731.771484
3540.570068	-925915.750000
3540.620117	-1768811.750000
3540.669922	-1919028.750000
3540.719971	-1899181.750000
3540.770020	-2193632.750000
3540.820068	-2222164.750000
3540.870117	-1383279.750000
3540.919922	-1188367.750000
3540.969971	-829458.750000
3541.020020	-592381.750000
3541.070068	-740102.750000
3541.120117	-479372.781250
3541.169922	-223432.765625
3541.219971	-222946.765625
3541.270020	-222306.765625
3541.320068	-234303.765625
3541.370117	-135685.765625
3541.419922	101049.226563
3541.469971	26774.228516
3541.520020	-95502.773438
3541.570068	-62199.769531
3541.620117	-4836.770508
